AD,University of Andorra,http://www.uda.ad/,Abu Dhabi,Bachelors,Business,3.5,GRE 310,11199,USD,Yes
US,State University of New York Downstate Medical Center,http://www.hscbklyn.edu/,Germany,Masters,Law,3.03,IELTS 7.5,11943,USD,No
US,State University of New York Empire State College,http://www.esc.edu/,USA,Bachelors,Mechanical Engineering,3.06,GRE 320,18942,USD,No
US,State University of New York Health Sience Centre Syracuse,http://www.hscsyr.edu/,USA,Masters,Psychology,2.78,TOEFL 100,29608,USD,No
US,State University of New York Institute of Technology at Utica/Rome,http://www.sunyit.edu/,USA,Bachelors,Mechanical Engineering,2.79,GRE 320,25297,EUR,Yes
US,State University of New York Maritime College,http://www.sunymaritime.edu/,UK,Masters,Business,2.72,IELTS 7.5,34612,USD,Yes
US,State University of New York School of Engineering and Applied Sciences,http://www.eng.buffalo.edu/,Germany,Masters,Law,2.52,TOEFL 100,16228,EUR,Yes
US,State University of New York (SUNY),http://www.sunycentral.edu/,USA,Masters,Computer Science,2.92,IELTS 7.5,46674,EUR,Yes
US,State University of New York Upstate Medical University ,http://www.upstate.edu/,USA,Bachelors,Psychology,3.96,GRE 320,46488,USD,No
US,State University of West Georgia,http://www.westga.edu/,Germany,Masters,Business,3.35,TOEFL 100,11325,EUR,No
US,St. Augustine's College North Carolina,http://www.st-aug.edu/,Germany,Masters,Business,2.95,IELTS 7.5,19187,USD,No
US,St. Bernard's Institute,http://www.sbi.edu/,UK,Masters,Law,2.58,TOEFL 100,39068,EUR,No
US,St. Bonaventure University,http://www.sbu.edu/,Germany,Masters,Computer Science,3.84,None,45377,EUR,No
US,St. Cloud State University,http://www.stcloudstate.edu/,USA,Bachelors,Mechanical Engineering,2.67,TOEFL 100,11797,USD,Yes
US,St. Edwards University,http://www.stedwards.edu/,Canada,Masters,Business,2.92,TOEFL 100,38912,EUR,Yes
US,Stefan University,http://www.stefan-university.edu/,Australia,Masters,Computer Science,2.57,IELTS 7.5,40014,USD,Yes
US,Stephen F. Austin State University,http://www.sfasu.edu/,Germany,Bachelors,Computer Science,3.8,GRE 320,32666,USD,No
US,Stephens College,http://www.stephens.edu/,USA,Bachelors,Computer Science,2.59,IELTS 7.5,45008,USD,Yes
US,Sterling College,http://www.sterling.edu/,Australia,Bachelors,Psychology,2.92,IELTS 7.5,47148,USD,Yes
US,Stetson University,http://www.stetson.edu/,USA,Masters,Law,3.09,GRE 320,23288,USD,No
US,Stevens Institute of Technology,http://www.stevens-tech.edu/,USA,Bachelors,Mechanical Engineering,3.72,TOEFL 100,26705,USD,Yes
US,"St. Francis College, Brooklyn Heights",http://www.stfranciscollege.edu/,USA,Masters,Computer Science,3.1,IELTS 7.5,13863,USD,Yes
US,"St. Francis College, Fort Wayne",http://www.sfc.edu/,Canada,Masters,Mechanical Engineering,3.75,GRE 320,17239,EUR,Yes
US,"St. Francis College, Loretto",http://www.sfcpa.edu/,Germany,Masters,Business,2.99,IELTS 7.5,29217,USD,No
US,St. Francis Medical Center College of Nursing,http://www.osfsaintfrancis.org/,Canada,Bachelors,Mechanical Engineering,3.06,TOEFL 100,19074,USD,No
US,St. George's University,http://www.sgu.edu/,USA,Masters,Business,2.81,None,21168,EUR,Yes
US,Stillman College,http://www.stillman.edu/,Canada,Masters,Psychology,2.7,GRE 320,34563,USD,Yes
US,St. John Fisher College,http://www.sjfc.edu/,UK,Bachelors,Computer Science,2.98,None,22076,USD,No
US,St. John's College Maryland,http://www.sjca.edu/,Germany,Masters,Psychology,3.51,TOEFL 100,11716,EUR,No
US,St. John's College New Mexico,http://www.sjcsf.edu/,Australia,Masters,Psychology,3.23,None,24715,USD,No
US,St. John's Seminary,http://www.stjohnsem.edu/,Germany,Bachelors,Computer Science,3.63,GRE 320,11921,USD,Yes
US,St. John's University,http://www.stjohns.edu/,Germany,Masters,Business,3.19,None,22142,USD,No
US,St. Joseph College,http://www.sjc.edu/,UK,Bachelors,Psychology,3.3,GRE 320,23331,EUR,Yes
US,St. Joseph College of Nursing,http://www.stfrancis.edu/sjcn/sjcnhome.htm,Canada,Masters,Psychology,3.78,IELTS 7.5,26069,USD,No
US,St. Joseph's College,http://www.saintjoe.edu/,Canada,Masters,Psychology,3.26,GRE 320,42333,EUR,No
US,St. Joseph's College New York,http://www.sjcny.edu/,Australia,Bachelors,Law,2.73,IELTS 7.5,13254,USD,Yes
US,"St. Joseph's College New York, Suffolk Campus",http://www.sjcny.edu/patchogue/,UK,Masters,Business,2.87,TOEFL 100,40569,EUR,Yes
US,St. Joseph's College of Maine,http://www.sjcme.edu/,Australia,Bachelors,Psychology,2.88,TOEFL 100,33515,EUR,No
US,St. Joseph's University,http://www.sju.edu/,Australia,Bachelors,Psychology,3.46,IELTS 7.5,33806,USD,No
US,St. Lawrence University,http://www.stlawu.edu/,UK,Masters,Psychology,3.4,TOEFL 100,29977,USD,Yes
US,St. Leo College,http://www.saintleo.edu/,Canada,Masters,Computer Science,3.41,GRE 320,40176,EUR,Yes
US,St. Louis Christian College,http://www.slcc4ministry.edu/,Germany,Bachelors,Psychology,2.82,TOEFL 100,28783,USD,No
US,St. Louis College of Pharmacy,http://www.stlcop.edu/,UK,Masters,Computer Science,2.81,None,15659,USD,Yes
US,St. Louis University,http://www.slu.edu/,Canada,Bachelors,Mechanical Engineering,3.9,TOEFL 100,37856,EUR,Yes
US,St. Luke's College,http://www.saint-lukes.org/about/slc/,USA,Bachelors,Mechanical Engineering,3.9,GRE 320,15978,USD,No
US,St. Martin's College,http://www.stmartin.edu/,UK,Bachelors,Mechanical Engineering,2.61,GRE 320,35235,EUR,No
US,St. Mary College,http://www.smcks.edu/,UK,Bachelors,Business,2.79,TOEFL 100,31107,USD,Yes
US,St. Mary-of-the-Woods College,http://www.smwc.edu/,Canada,Masters,Mechanical Engineering,3.6,TOEFL 100,27371,USD,No
US,St. Mary's College Indiana,http://www.saintmarys.edu/,Canada,Masters,Mechanical Engineering,2.65,TOEFL 100,46763,USD,Yes
US,St. Mary's College of California,http://www.stmarys-ca.edu/,Australia,Masters,Mechanical Engineering,3.04,GRE 320,23446,USD,No
US,St. Mary's College of Maryland,http://www.smcm.edu/,Australia,Bachelors,Computer Science,3.8,None,43515,USD,No
US,St. Mary's University of Minnesota,http://www.smumn.edu/,Canada,Bachelors,Computer Science,3.22,TOEFL 100,23430,USD,Yes
US,St. Mary's University of San Antonio,http://www.stmarytx.edu/,Canada,Masters,Psychology,3.57,GRE 320,24424,EUR,No
US,St. Meinrad College,http://www.saintmeinrad.edu/,Australia,Masters,Psychology,3.32,GRE 320,39856,USD,Yes
US,St. Michael's College,http://www.smcvt.edu/,USA,Masters,Computer Science,3.52,None,13976,EUR,No
US,St. Norbert College,http://www.snc.edu/,USA,Masters,Psychology,3.44,TOEFL 100,37503,USD,Yes
US,St. Olaf College,http://www.stolaf.edu/,USA,Bachelors,Business,2.91,GRE 320,43672,EUR,No
US,Stonehill College,http://www.stonehill.edu/,Australia,Masters,Law,3.24,IELTS 7.5,38339,USD,Yes
US,St. Paul's College,http://www.saintpauls.edu/,USA,Bachelors,Mechanical Engineering,2.53,GRE 320,12586,USD,No
US,St. Petersburg College,http://www.spcollege.edu/,Australia,Bachelors,Mechanical Engineering,3.79,IELTS 7.5,34220,EUR,Yes
US,St. Peter's College,http://www.spc.edu/,UK,Masters,Business,3.66,TOEFL 100,24623,EUR,Yes
US,Strayer University,http://www.strayer.edu/,Germany,Bachelors,Law,2.68,None,34886,USD,No
US,St. Thomas Aquinas College,http://www.stac.edu/,UK,Bachelors,Mechanical Engineering,3.53,IELTS 7.5,18246,EUR,Yes
US,St. Thomas University,http://www.stu.edu/,UK,Bachelors,Computer Science,2.92,GRE 320,10275,USD,No
US,St. Vincent College,http://www.stvincent.edu/,USA,Bachelors,Law,3.68,None,49783,USD,No
US,St. Xavier University,http://www.sxu.edu/,Australia,Masters,Psychology,3.88,GRE 320,24087,EUR,Yes
US,Suffolk University,http://www.suffolk.edu/,Germany,Masters,Law,2.86,TOEFL 100,25160,EUR,Yes
US,Sullivan College,http://www.sullivan.edu/,Canada,Masters,Psychology,3.28,GRE 320,20550,EUR,No
US,Sul Ross State University,http://www.sulross.edu/,Germany,Bachelors,Computer Science,2.93,None,24026,USD,Yes
US,Susquehanna University,http://www.susqu.edu/,Australia,Masters,Psychology,3.69,None,13172,EUR,Yes
US,Swarthmore College,http://www.swarthmore.edu/,USA,Bachelors,Computer Science,3.98,TOEFL 100,40986,USD,Yes
US,Sweet Briar College,http://www.sbc.edu/,Canada,Masters,Psychology,4.0,IELTS 7.5,15030,EUR,No
US,Syracuse University,http://www.syr.edu/,USA,Masters,Computer Science,2.89,GRE 320,47718,EUR,Yes
US,Tabor College,http://www.tabor.edu/,Germany,Masters,Law,3.06,GRE 320,24327,USD,Yes
US,Talladega College,http://www.talladega.edu/,Canada,Masters,Law,2.54,IELTS 7.5,16564,EUR,Yes
US,Tarleton State University,http://www.tarleton.edu/,Canada,Bachelors,Computer Science,2.92,IELTS 7.5,19002,USD,No
US,Taylor University,http://www.tayloru.edu/,Germany,Masters,Computer Science,3.36,IELTS 7.5,38707,EUR,No
US,"Taylor University, Fort Wayne Campus",http://www.tayloru.edu/fw/,Australia,Bachelors,Law,3.26,IELTS 7.5,40189,USD,Yes
US,"Teachers College, Columbia University",http://www.tc.columbia.edu/,UK,Bachelors,Computer Science,3.45,None,12427,USD,Yes
US,Temple University,http://www.temple.edu/,USA,Masters,Law,3.54,TOEFL 100,29814,USD,Yes
US,Temple University School of Podiatric Medicine,http://www.pcpm.edu/,UK,Masters,Psychology,2.91,None,48566,EUR,No
US,Tennessee State University,http://www.tnstate.edu/,Australia,Bachelors,Psychology,3.85,GRE 320,22889,EUR,Yes
US,Tennessee Technological University,http://www.tntech.edu/,Germany,Masters,Law,3.44,GRE 320,48040,EUR,Yes
US,Tennessee Temple University,http://www.tntemple.edu/,Australia,Bachelors,Computer Science,3.58,TOEFL 100,41118,USD,No
US,Tennessee Wesleyan College,http://www.twcnet.edu/,Canada,Bachelors,Computer Science,3.59,GRE 320,17773,EUR,Yes
US,Texas A&M International University,http://www.tamiu.edu/,Canada,Bachelors,Mechanical Engineering,2.63,IELTS 7.5,36944,EUR,Yes
US,Texas A&M University,http://www.tamu.edu/,UK,Masters,Law,3.71,None,20900,USD,Yes
US,Texas A&M University - Commerce,http://www.tamu-commerce.edu/,USA,Bachelors,Computer Science,3.11,GRE 320,48808,USD,Yes
US,Texas A&M University - Corpus Christi,http://www.tamucc.edu/,USA,Bachelors,Law,2.76,GRE 320,36310,USD,No
US,Texas A&M University - Galveston,http://www.tamug.tamu.edu/,UK,Bachelors,Computer Science,3.62,IELTS 7.5,32580,EUR,No
US,Texas A&M University - Kingsville,http://www.tamuk.edu/,Canada,Bachelors,Business,3.96,None,25071,USD,No
US,Texas A&M University - Texarkana,http://www.tamut.edu/,Australia,Bachelors,Mechanical Engineering,3.78,None,45473,EUR,Yes
US,Texas Chiropractic College,http://www.txchiro.edu/,UK,Masters,Business,3.13,None,10897,USD,Yes
US,Texas Christian University,http://www.tcu.edu/,Canada,Bachelors,Psychology,3.81,IELTS 7.5,47606,EUR,No
US,Texas College,http://www.texascollege.edu/,UK,Bachelors,Psychology,3.19,IELTS 7.5,14458,EUR,No
US,Texas College of Osteopathic Medicine,http://www.hsc.unt.edu/education/tcom/,Germany,Bachelors,Law,3.37,GRE 320,26853,EUR,Yes
US,Texas Lutheran University,http://www.txlutheran.edu/,USA,Bachelors,Psychology,3.34,TOEFL 100,48226,USD,No
US,Texas Southern University,http://www.tsu.edu/,Canada,Masters,Business,3.11,TOEFL 100,42844,USD,Yes
US,Texas Tech University,http://www.ttu.edu/,Australia,Bachelors,Law,2.78,None,24658,USD,Yes
US,Texas Tech University Health Science Center,http://www.ttuhsc.edu/,Germany,Masters,Business,3.23,GRE 320,33384,USD,No
US,Texas Wesleyan University,http://www.txwesleyan.edu/,Germany,Bachelors,Business,3.51,TOEFL 100,36443,EUR,No
US,Texas Woman's University,http://www.twu.edu/,Canada,Bachelors,Business,2.55,IELTS 7.5,44302,EUR,Yes
US,The American College,http://www.amercoll.edu/,UK,Bachelors,Business,3.93,IELTS 7.5,44377,USD,No
US,The Art Institute of Boston,http://www.aiboston.edu/,USA,Masters,Computer Science,2.67,GRE 320,32340,EUR,No
US,The Art Institutes International Portland,http://www.aipd.aii.edu/,Australia,Masters,Mechanical Engineering,2.58,IELTS 7.5,30181,USD,No
US,The Art Institutes International San Francisco,http://www.aisf.aii.edu/,Germany,Bachelors,Mechanical Engineering,3.62,IELTS 7.5,33068,EUR,Yes
US,The Boston Conservatory,http://www.bostonconservatory.edu/,Canada,Bachelors,Psychology,2.59,IELTS 7.5,44196,EUR,Yes
US,The Catholic University of America,http://www.cua.edu/,Germany,Masters,Law,3.13,None,29998,EUR,No
US,The Chicago School of Professional Psychology,http://www.thechicagoschool.edu/,Canada,Masters,Business,2.99,GRE 320,18472,USD,No
US,The College of Insurance,http://www.tci.edu/,Canada,Masters,Business,3.24,None,41048,EUR,No
US,The College of New Jersey,http://www.tcnj.edu/,Germany,Masters,Computer Science,3.11,TOEFL 100,24481,USD,Yes
US,The College of Santa Fe,http://www.csf.edu/,Canada,Masters,Law,3.09,GRE 320,36474,EUR,Yes
US,The College of St. Scholastica,http://www.css.edu/,USA,Bachelors,Law,3.83,GRE 320,21129,EUR,Yes
US,The College of Westchester,http://www.cw.edu/,Germany,Bachelors,Mechanical Engineering,3.33,GRE 320,21830,EUR,Yes
US,The College of Wooster,http://www.wooster.edu/,USA,Masters,Mechanical Engineering,2.66,GRE 320,10778,USD,No
US,The Cooper Union for the Advancement of Science and Art,http://www.cooper.edu/,UK,Bachelors,Mechanical Engineering,3.29,GRE 320,21179,EUR,Yes
US,The Corcoran College of Art,http://www.corcoran.edu/college/,Canada,Masters,Business,3.65,TOEFL 100,24316,USD,Yes
US,The Curtis Institute of Music,http://www.curtis.edu/,Canada,Masters,Mechanical Engineering,2.73,None,36872,EUR,Yes
US,The Defiance College,http://www.defiance.edu/,Germany,Bachelors,Law,2.67,IELTS 7.5,36653,EUR,No
US,The Dickinson School of Law,http://www.dsl.edu/,Australia,Masters,Psychology,2.84,IELTS 7.5,37275,USD,No
US,The Illinois Institute of Art-Chicago,http://www.ilic.artinstitutes.edu/,Canada,Bachelors,Mechanical Engineering,3.59,TOEFL 100,21562,EUR,Yes
US,The Johns Hopkins University,http://www.jhu.edu/,Australia,Masters,Mechanical Engineering,3.34,None,21998,EUR,Yes
US,The Juilliard School,http://www.juilliard.edu/,USA,Bachelors,Computer Science,2.93,GRE 320,26178,EUR,No
US,The Leadership Institute of Seattle,http://www.lios.org/,Australia,Bachelors,Mechanical Engineering,3.27,GRE 320,39654,EUR,Yes
US,"The Maryland Institute, College of Art",http://www.mica.edu/,USA,Bachelors,Law,3.6,TOEFL 100,32348,EUR,No
US,The Master's College,http://www.masters.edu/,Australia,Masters,Mechanical Engineering,3.07,TOEFL 100,16085,EUR,Yes
US,The McGregor School of Antioch University,http://www.mcgregor.edu/,USA,Masters,Computer Science,2.69,GRE 320,32238,EUR,Yes
US,The Naropa Institute,http://www.naropa.edu/,UK,Bachelors,Computer Science,4.0,TOEFL 100,23159,USD,No
US,The New School,http://www.newschool.edu/,UK,Bachelors,Psychology,3.25,GRE 320,27606,USD,No
US,The Rockefeller University,http://www.rockefeller.edu/,Canada,Masters,Computer Science,3.66,GRE 320,21509,EUR,No
US,The School of the Art Institute of Chicago,http://www.artic.edu/,Germany,Bachelors,Law,3.23,TOEFL 100,38928,EUR,No
US,The Scripps Research Institute,http://www.scripps.edu/,UK,Masters,Psychology,3.67,None,26410,USD,Yes
US,The Southern Christian University,http://www.southernchristian.edu/,Australia,Masters,Psychology,2.67,IELTS 7.5,12947,EUR,Yes
US,The Tulane University of New Orleans,http://www.tulane.edu/,Germany,Bachelors,Mechanical Engineering,3.69,GRE 320,24214,USD,No
US,The Union Institute,http://www.tui.edu/,Germany,Bachelors,Law,2.93,TOEFL 100,18346,USD,No
US,Thiel College,http://www.thiel.edu/,USA,Bachelors,Computer Science,3.78,IELTS 7.5,47774,USD,Yes
US,Thomas A. Edison State College,http://www.tesc.edu/,Germany,Masters,Law,2.74,TOEFL 100,46273,USD,No
US,Thomas Aquinas College,http://www.thomasaquinas.edu/,Germany,Masters,Law,3.65,TOEFL 100,41243,EUR,Yes
US,Thomas College Maine,http://www.thomas.edu/,Germany,Bachelors,Law,3.57,TOEFL 100,29476,USD,No
US,Thomas Jefferson University,http://www.tju.edu/,Australia,Bachelors,Business,3.85,IELTS 7.5,33077,USD,No
US,Thomas More College,http://www.thomasmore.edu/,Australia,Bachelors,Law,3.51,IELTS 7.5,18709,EUR,No
US,Thomas More College of Liberal Arts,http://www.thomasmorecollege.edu/,USA,Bachelors,Law,2.86,IELTS 7.5,19972,USD,No
US,Thomas University,http://www.thomasu.edu/,Canada,Masters,Law,3.29,GRE 320,28118,EUR,Yes
US,Thunderbird School of Global Management,http://www.thunderbird.edu/,Germany,Bachelors,Psychology,2.77,IELTS 7.5,29862,EUR,No
US,Tiffin University,http://www.tiffin.edu/,UK,Bachelors,Psychology,3.32,None,34185,EUR,No
US,Toccoa Falls College,http://www.toccoafalls.edu/,Australia,Bachelors,Law,3.4,TOEFL 100,33354,EUR,Yes
US,Tomball College,http://wwwtc.nhmccd.edu/,Germany,Bachelors,Business,3.81,GRE 320,43998,EUR,No
US,Tougaloo College,http://www.tougaloo.edu/,UK,Masters,Computer Science,3.89,TOEFL 100,34306,USD,No
US,Touro College,http://www.touro.edu/,Australia,Bachelors,Business,3.44,TOEFL 100,33041,USD,No
US,Touro University,http://www.tu.edu/,UK,Masters,Law,2.97,IELTS 7.5,25999,EUR,No
US,Towson University,http://www.towson.edu/,UK,Bachelors,Law,2.58,TOEFL 100,48062,USD,No
US,Transylvania University,http://www.transy.edu/,Australia,Bachelors,Law,2.9,TOEFL 100,10185,EUR,No
US,Trevecca Nazarene University,http://www.trevecca.edu/,Canada,Masters,Business,3.07,IELTS 7.5,43144,USD,No
US,Tri-College University,http://www.ndsu.nodak.edu/tricollege/,Australia,Masters,Psychology,3.25,None,25213,EUR,Yes
US,Trident University,http://www.trident.edu/,Germany,Bachelors,Law,2.65,IELTS 7.5,11908,USD,Yes
US,Trinity Bible College,http://www.tbc2day.edu/,Australia,Bachelors,Mechanical Engineering,3.33,TOEFL 100,14468,EUR,Yes
US,Trinity Christian College,http://www.trnty.edu/,USA,Masters,Law,3.23,GRE 320,35258,USD,No
US,Trinity College Connecticut,http://www.trincoll.edu/,USA,Bachelors,Computer Science,3.3,TOEFL 100,20296,EUR,No
US,Trinity College of Florida,http://www.trinitycollege.edu/,UK,Bachelors,Mechanical Engineering,3.26,GRE 320,20258,EUR,Yes
US,Trinity College of Vermont,http://www.trinityvt.edu/,Australia,Bachelors,Business,3.36,TOEFL 100,40635,EUR,Yes
US,Trinity International University,http://www.trin.edu/,Canada,Masters,Mechanical Engineering,3.72,GRE 320,34371,USD,No
US,"Trinity International University (Excel), Miami",http://www.tiu.edu/excel/index.html,USA,Bachelors,Computer Science,2.94,IELTS 7.5,45530,USD,No
US,Trinity University,http://www.trinitydc.edu/,Canada,Bachelors,Computer Science,3.09,GRE 320,13936,EUR,No
US,Trinity University,http://www.trinity.edu/,UK,Bachelors,Psychology,3.1,GRE 320,48395,USD,Yes
US,Tri-State University,http://www.tristate.edu/,Canada,Masters,Mechanical Engineering,2.8,IELTS 7.5,15388,USD,No
US,Triton College,http://www.triton.cc.il.us/,USA,Masters,Psychology,3.89,None,27110,USD,Yes
US,Troy University,http://www.troy.edu/,USA,Masters,Psychology,2.88,None,14591,EUR,Yes
US,"Troy University, Dothan",http://dothan.troy.edu/,Australia,Masters,Computer Science,2.61,IELTS 7.5,30310,EUR,No
US,"Troy University, Montgomery",http://montgomery.troy.edu/,Germany,Bachelors,Law,3.79,None,15223,EUR,No
US,"Troy University, Phenix City",http://phenix.troy.edu/,Canada,Bachelors,Psychology,3.47,GRE 320,28004,USD,Yes
US,"Troy University, Troy",http://troy.troy.edu/,Australia,Bachelors,Computer Science,3.92,GRE 320,32906,USD,Yes
US,Truman College,http://www.trumancollege.net/,Australia,Bachelors,Business,3.76,IELTS 7.5,18261,USD,Yes
US,Truman State University,http://www.truman.edu/,UK,Masters,Computer Science,3.45,None,31901,USD,Yes
US,Tufts University,http://www.tufts.edu/,Australia,Masters,Mechanical Engineering,2.72,GRE 320,31467,USD,Yes
US,Tui Online University,http://www.tuiu.edu/,Germany,Bachelors,Business,3.8,GRE 320,43559,USD,No
US,Tusculum College,http://www.tusculum.edu/,Canada,Bachelors,Computer Science,2.72,TOEFL 100,45098,EUR,Yes
US,Tuskegee University,http://www.tusk.edu/,Australia,Bachelors,Business,3.49,None,42862,USD,Yes
US,Uniformed Services Universty of the Health Sciences,http://www.usuhs.mil/,Canada,Masters,Computer Science,2.88,TOEFL 100,26312,USD,Yes
US,Union College,http://www.union.edu/,USA,Bachelors,Business,2.65,None,31101,EUR,No
US,Union College Kentucky,http://www.unionky.edu/,Canada,Masters,Law,2.93,None,23309,EUR,No
US,Union College Nebraska,http://www.ucollege.edu/,Australia,Masters,Computer Science,3.1,IELTS 7.5,32509,USD,Yes
US,Union Theological Seminary (UTS),http://www.union-psce.edu/,Germany,Masters,Psychology,3.77,TOEFL 100,14614,EUR,No
US,Union University,http://www.uu.edu/,Germany,Bachelors,Psychology,3.28,TOEFL 100,12414,USD,Yes
US,United States Air Force Academy,http://www.usafa.af.mil/,Canada,Masters,Law,3.81,None,42430,USD,No
US,United States Coast Guard Academy,http://www.cga.edu/,Germany,Masters,Computer Science,3.82,TOEFL 100,28546,EUR,Yes
US,United States International University,http://www.usiu.edu/,Canada,Bachelors,Mechanical Engineering,3.27,TOEFL 100,49332,USD,Yes
US,United States Merchant Marine Academy,http://www.usmma.edu/,Canada,Masters,Psychology,3.21,GRE 320,23386,USD,No
US,United States Military Academy,http://www.usma.edu/,Canada,Bachelors,Law,2.81,GRE 320,16396,EUR,No
US,United States Naval Academy,http://www.usna.edu/,Germany,Bachelors,Psychology,3.83,GRE 320,13273,USD,No
US,United States Sports Academy,http://www.sport.ussa.edu/,Canada,Masters,Computer Science,3.99,None,44379,EUR,Yes
US,Unity College,http://www.unity.edu/,Germany,Masters,Business,3.67,GRE 320,38849,EUR,No
US,University of Advancing Technology (UAT),http://www.uat.edu/,USA,Masters,Computer Science,3.92,IELTS 7.5,11557,USD,No
US,University of Akron,http://www.uakron.edu/,Canada,Masters,Law,3.31,None,34272,USD,Yes
US,University of Alabama - Birmingham,http://www.uab.edu/,Germany,Masters,Mechanical Engineering,3.89,IELTS 7.5,29432,USD,No
US,University of Alabama - Huntsville,http://www.uah.edu/,USA,Masters,Computer Science,3.39,None,39089,EUR,Yes
US,University of Alabama - Tuscaloosa,http://www.ua.edu/,UK,Bachelors,Psychology,3.27,IELTS 7.5,26980,USD,No
US,University of Alanta,http://www.uofa.edu/,Australia,Bachelors,Psychology,3.89,None,49291,EUR,Yes
US,University of Alaska - Anchorage,http://www.uaa.alaska.edu/,USA,Masters,Law,2.55,GRE 320,49377,EUR,Yes
US,University of Alaska - Fairbanks,http://www.uaf.edu/,Australia,Bachelors,Psychology,2.83,GRE 320,40589,USD,No
US,University of Alaska - Southeast,http://www.uas.alaska.edu/,USA,Bachelors,Business,2.81,TOEFL 100,45343,USD,No
US,University of Alaska (System),http://www.alaska.edu/,UK,Bachelors,Mechanical Engineering,3.02,GRE 320,10433,EUR,Yes
US,University of Arizona,http://www.arizona.edu/,Australia,Bachelors,Psychology,3.6,IELTS 7.5,24642,EUR,Yes
US,University of Arkansas at Fayetteville,http://www.uark.edu/,Australia,Masters,Business,2.98,IELTS 7.5,35401,EUR,Yes
US,University of Arkansas at Little Rock,http://www.ualr.edu/,USA,Masters,Computer Science,3.52,IELTS 7.5,29197,EUR,Yes
US,University of Arkansas at Monticello,http://www.uamont.edu/,UK,Masters,Law,2.86,GRE 320,14615,EUR,No
US,University of Arkansas at Pine Bluff,http://www.uapb.edu/,Canada,Bachelors,Computer Science,2.72,IELTS 7.5,43582,EUR,Yes
US,University of Arkansas for Medical Sciences,http://www.uams.edu/,USA,Bachelors,Computer Science,2.84,None,33451,EUR,No
US,University of Arkansas (System),http://www.uasys.edu/,USA,Bachelors,Business,3.85,IELTS 7.5,17810,USD,Yes
US,University of Baltimore,http://www.ubalt.edu/,Canada,Bachelors,Business,2.58,IELTS 7.5,13397,USD,Yes
US,University of Bridgeport,http://www.bridgeport.edu/,Germany,Masters,Computer Science,3.92,IELTS 7.5,12046,EUR,Yes
US,"University of California, Berkeley",http://www.berkeley.edu/,Germany,Masters,Computer Science,3.84,None,24324,EUR,No
US,"University of California, Davis",http://www.ucdavis.edu/,USA,Bachelors,Law,2.72,IELTS 7.5,41229,USD,Yes
US,"University of California, Hastings College of Law",http://www.uchastings.edu/,UK,Bachelors,Law,3.5,TOEFL 100,31728,USD,No
US,"University of California, Irvine",http://www.uci.edu/,Canada,Masters,Computer Science,3.91,None,31506,USD,No
US,"University of California, Los Angeles",http://www.ucla.edu/,UK,Masters,Computer Science,3.52,None,35017,USD,No
US,"University of California, Merced",http://www.ucmerced.edu/,USA,Bachelors,Computer Science,3.13,GRE 320,11954,USD,Yes
US,"University of California, Oakland",http://www.ucop.edu/,USA,Masters,Business,3.66,None,48298,USD,Yes
US,"University of California, Riverside",http://www.ucr.edu/,Australia,Bachelors,Psychology,3.57,None,49880,USD,Yes
US,"University of California, San Diego",http://www.ucsd.edu/,Australia,Masters,Computer Science,3.34,TOEFL 100,19782,USD,No
US,"University of California, San Francisco",http://www.ucsf.edu/,USA,Masters,Business,3.07,None,42212,USD,No
US,"University of California, Santa Barbara",http://www.ucsb.edu/,Canada,Bachelors,Psychology,3.45,TOEFL 100,45551,EUR,No
US,"University of California, Santa Cruz",http://www.ucsc.edu/,Australia,Bachelors,Psychology,2.68,GRE 320,33725,EUR,Yes
US,University of California System,http://www.universityofcalifornia.edu/,Germany,Masters,Law,3.03,None,28459,USD,Yes
US,University of Central Arkansas,http://www.uca.edu/,Germany,Bachelors,Law,3.99,TOEFL 100,44042,USD,No
US,University of Central Florida,http://www.ucf.edu/,USA,Masters,Law,2.59,TOEFL 100,36084,USD,No
US,University of Central Missouri,http://www.ucmo.edu/,UK,Masters,Law,3.24,None,25098,EUR,No
US,University of Central Oklahoma,http://www.ucok.edu/,Canada,Bachelors,Computer Science,3.04,TOEFL 100,42911,EUR,No
US,University of Central Texas,http://www.vvm.com/uct/,Australia,Bachelors,Computer Science,3.37,TOEFL 100,18535,USD,No
US,University of Charleston,http://www.uchaswv.edu/,Australia,Masters,Mechanical Engineering,3.04,IELTS 7.5,16709,EUR,No
US,University of Charleston South Carolina,http://univchas.cofc.edu/,Germany,Masters,Computer Science,3.04,None,27491,EUR,Yes
US,University of Chicago,http://www.uchicago.edu/,UK,Bachelors,Business,2.96,None,32774,USD,No
US,University of Cincinnati,http://www.uc.edu/,Australia,Bachelors,Business,3.55,TOEFL 100,22637,USD,Yes
US,University of Colorado at Boulder,http://www.colorado.edu/,Australia,Masters,Law,3.16,IELTS 7.5,23084,EUR,Yes
US,University of Colorado at Colorado Springs,http://www.uccs.edu/,Germany,Bachelors,Computer Science,3.89,TOEFL 100,40962,USD,Yes
US,University of Colorado at Denver,http://www.cudenver.edu/,Australia,Masters,Psychology,2.64,None,47989,EUR,Yes
US,University of Colorado Health Sciences Center,http://www.uchsc.edu/,Germany,Bachelors,Psychology,3.03,GRE 320,26149,USD,No
US,University of Connecticut,http://www.uconn.edu/,Canada,Masters,Psychology,3.71,IELTS 7.5,15783,USD,No
